website,date,year,month,device,channel_group,active_users,new_users,sessions,sessions_per_user,screen_page_views,engaged_sessions,user_engagement_duration,average_session_duration,engagement_rate,new_users_ratio
WEB_03,01/04/2024,2024,4,tablet,Organic Search,512,472,692,1.3515625,2,508,346334,330.9002111,0.734104046,0.921875
WEB_03,01/04/2024,2024,4,mobile,Organic Social,458,422,536,1.170305677,0,102,83304,470.2881466,0.190298507,0.92139738
WEB_03,01/04/2024,2024,4,desktop,Referral,388,212,872,2.24742268,178,568,604454,413.1150527,0.651376147,0.546391753
WEB_03,01/04/2024,2024,4,mobile,Referral,78,52,142,1.820512821,4,124,97704,287.6126714,0.873239437,0.666666667
WEB_03,01/04/2024,2024,4,desktop,Organic Social,34,22,48,1.411764706,12,28,27115,392.8308408,0.583333333,0.647058824
WEB_03,01/04/2024,2024,4,mobile,Unassigned,32,32,38,1.1875,0,19,18000,314.5832116,0.5,1
WEB_03,01/04/2024,2024,4,tablet,Direct,28,24,30,1.071428571,0,16,15206,296.8507612,0.533333333,0.857142857
WEB_03,01/04/2024,2024,4,desktop,Unassigned,14,14,20,1.428571429,0,10,9115,266.2942925,0.5,1
WEB_03,01/04/2024,2024,4,tablet,Organic Social,4,4,4,1,0,2,2174,378.8074303,0.5,1
WEB_03,01/04/2024,2024,4,tablet,Referral,4,2,6,1.5,0,3,101,419.4095243,0.5,0.5
WEB_03,01/05/2024,2024,5,mobile,Organic Search,17748,16226,21028,1.184809556,572,13780,9040018,328.8822554,0.655316721,0.914243858
WEB_03,01/05/2024,2024,5,desktop,Organic Search,10816,8920,15082,1.39441568,480,9818,6141960,357.0041671,0.650974672,0.824704142
WEB_03,01/05/2024,2024,5,mobile,Direct,988,938,1162,1.17611336,32,358,255139,372.7101526,0.308089501,0.949392713
WEB_03,01/05/2024,2024,5,desktop,Direct,766,706,958,1.250652742,26,466,224150,269.3690559,0.486430063,0.921671018
WEB_03,01/05/2024,2024,5,tablet,Organic Search,510,450,634,1.243137255,10,432,375091,501.1954351,0.681388013,0.882352941
WEB_03,01/05/2024,2024,5,mobile,Organic Social,410,410,446,1.087804878,0,74,33869,331.2283596,0.165919283,1
WEB_03,01/05/2024,2024,5,desktop,Unassigned,342,336,16,0.046783626,10080,8,4300,292.8844643,0.5,0.98245614
WEB_03,01/05/2024,2024,5,desktop,Referral,244,122,706,2.893442623,62,490,494266,344.2296264,0.694050992,0.5
WEB_03,01/05/2024,2024,5,desktop,Organic Social,70,56,82,1.171428571,0,60,47909,445.1070171,0.731707317,0.8
WEB_03,01/05/2024,2024,5,mobile,Referral,60,40,98,1.633333333,4,72,66557,416.5750565,0.734693878,0.666666667
WEB_03,01/05/2024,2024,5,mobile,Unassigned,38,38,40,1.052631579,0,20,27605,254.997525,0.5,1
WEB_03,01/05/2024,2024,5,tablet,Direct,24,18,26,1.083333333,0,8,11246,682.5384615,0.307692308,0.75
WEB_03,01/05/2024,2024,5,tablet,Referral,4,4,4,1,0,4,2160,367.0070371,1,1
WEB_03,01/05/2024,2024,5,tablet,Organic Social,2,2,2,1,0,1,58,406.5879694,0.5,1
WEB_03,01/05/2024,2024,5,tablet,Unassigned,2,2,2,1,0,1,216,341.0140727,0.5,1
WEB_03,01/06/2024,2024,6,mobile,Organic Search,14220,13142,16890,1.187763713,400,10560,6410693,1006.752244,0.625222025,0.92419128
WEB_03,01/06/2024,2024,6,desktop,Organic Search,6784,5706,8616,1.27004717,228,5742,4085798,382.4125509,0.66643454,0.841096698
WEB_03,01/06/2024,2024,6,mobile,Direct,880,858,996,1.131818182,16,278,199742,277.195537,0.279116466,0.975
WEB_03,01/06/2024,2024,6,desktop,Direct,698,632,866,1.240687679,64,534,329414,467.3719831,0.616628176,0.905444126
WEB_03,01/06/2024,2024,6,tablet,Organic Search,360,326,440,1.222222222,14,264,300269,472.2790556,0.6,0.905555556
WEB_03,01/06/2024,2024,6,desktop,Referral,210,124,604,2.876190476,0,422,356760,395.6767298,0.698675497,0.59047619
WEB_03,01/06/2024,2024,6,mobile,Organic Social,102,94,114,1.117647059,0,34,18446,281.76838,0.298245614,0.921568627
WEB_03,01/06/2024,2024,6,mobile,Referral,72,50,134,1.861111111,4,94,82958,380.4574121,0.701492537,0.694444444
WEB_03,01/06/2024,2024,6,mobile,Unassigned,20,20,26,1.3,0,13,11376,688.0994528,0.5,1
WEB_03,01/06/2024,2024,6,tablet,Direct,18,18,26,1.444444444,0,6,2448,254.8570585,0.230769231,1
WEB_03,01/06/2024,2024,6,desktop,Organic Social,14,8,32,2.285714286,0,22,7877,1141.029189,0.6875,0.571428571
WEB_03,01/06/2024,2024,6,desktop,Unassigned,12,12,12,1,0,6,475,373.4031585,0.5,1
WEB_03,01/06/2024,2024,6,tablet,Referral,2,2,2,1,0,2,1188,413.7243213,1,1
WEB_03,01/07/2024,2024,7,mobile,Organic Search,13502,12640,15726,1.164716338,356,8196,4912070,325.9571887,0.521175124,0.936157606
WEB_03,01/07/2024,2024,7,desktop,Organic Search,5344,4594,6544,1.224550898,234,4406,3248150,901.3421158,0.673288509,0.859655689
WEB_03,01/07/2024,2024,7,mobile,Direct,1766,1758,1904,1.078142695,36,246,163786,549.2221355,0.129201681,0.995469989
WEB_03,01/07/2024,2024,7,mobile,Referral,816,788,908,1.112745098,1448,842,232099,351.1459001,0.927312775,0.965686275
WEB_03,01/07/2024,2024,7,desktop,Direct,758,686,1028,1.356200528,46,620,423029,473.8977131,0.60311284,0.905013193
WEB_03,01/07/2024,2024,7,desktop,Referral,420,308,694,1.652380952,430,516,349445,319.9050317,0.74351585,0.733333333
WEB_03,01/07/2024,2024,7,tablet,Organic Search,292,268,330,1.130136986,0,212,155059,351.1985281,0.642424242,0.917808219
WEB_03,01/07/2024,2024,7,mobile,Organic Social,66,42,78,1.181818182,6,34,22392,383.9739256,0.435897436,0.636363636
WEB_03,01/07/2024,2024,7,desktop,Organic Social,24,20,38,1.583333333,38,28,18821,251.2306494,0.736842105,0.833333333
WEB_03,01/07/2024,2024,7,desktop,Unassigned,14,14,14,1,0,7,2520,331.139052,0.5,1
WEB_03,01/07/2024,2024,7,mobile,Unassigned,14,4,20,1.428571429,0,4,3413,349.5769372,0.2,0.285714286
WEB_03,01/07/2024,2024,7,tablet,Direct,10,8,12,1.2,0,2,9533,254.718491,0.166666667,0.8
WEB_03,01/07/2024,2024,7,tablet,Referral,6,6,6,1,8,6,1670,358.4539958,1,1
WEB_03,01/07/2024,2024,7,tablet,Organic Social,2,2,2,1,0,2,216,406.3901447,1,1
WEB_03,01/08/2024,2024,8,mobile,Organic Search,12336,11608,14348,1.16309987,208,7598,4425192,382.2978395,0.529551157,0.940985733
WEB_03,01/08/2024,2024,8,desktop,Organic Search,5226,4526,6728,1.287409108,254,4424,3155904,361.2491476,0.657550535,0.866054344
WEB_03,01/08/2024,2024,8,mobile,Direct,1568,1550,1662,1.05994898,20,198,119678,626.4083394,0.119133574,0.988520408
WEB_03,01/08/2024,2024,8,desktop,Direct,774,696,1060,1.369509044,106,544,463781,423.0617298,0.513207547,0.899224806
WEB_03,01/08/2024,2024,8,tablet,Organic Search,292,266,332,1.136986301,20,214,250704,259.9588056,0.644578313,0.910958904
WEB_03,01/08/2024,2024,8,desktop,Unassigned,242,232,10,0.041322314,6960,5,880,462.8751309,0.5,0.958677686
WEB_03,01/08/2024,2024,8,desktop,Referral,188,96,438,2.329787234,16,268,281390,308.7960516,0.611872146,0.510638298
WEB_03,01/08/2024,2024,8,mobile,Organic Social,52,48,66,1.269230769,0,16,2707,311.0030765,0.242424242,0.923076923
WEB_03,01/08/2024,2024,8,mobile,Referral,52,38,102,1.961538462,2,80,49752,266.4028896,0.784313725,0.730769231
WEB_03,01/08/2024,2024,8,tablet,Direct,12,8,12,1,0,2,864,507.1307876,0.166666667,0.666666667
WEB_03,01/08/2024,2024,8,desktop,Organic Social,10,10,10,1,0,10,4118,649.9055205,1,1
WEB_03,01/08/2024,2024,8,mobile,Unassigned,10,10,14,1.4,0,7,490,313.516282,0.5,1
WEB_03,01/08/2024,2024,8,tablet,Referral,8,6,8,1,0,2,1080,369.5168744,0.25,0.75
WEB_03,01/08/2024,2024,8,tablet,Organic Social,2,2,2,1,0,2,216,420.0166809,1,1
WEB_03,01/09/2024,2024,9,mobile,Organic Search,11680,10972,13686,1.171746575,316,7480,4372200,338.0533282,0.546543913,0.939383562
WEB_03,01/09/2024,2024,9,desktop,Organic Search,6450,5492,8514,1.32,314,5614,3829234,462.4903643,0.659384543,0.851472868
WEB_03,01/09/2024,2024,9,mobile,Direct,672,656,816,1.214285714,50,272,157147,366.8212256,0.333333333,0.976190476
WEB_03,01/09/2024,2024,9,desktop,Direct,668,602,1034,1.547904192,116,458,263189,446.3057165,0.442940039,0.901197605
WEB_03,01/09/2024,2024,9,tablet,Organic Search,310,276,354,1.141935484,2,192,167270,306.5791889,0.542372881,0.890322581
WEB_03,01/09/2024,2024,9,desktop,Referral,218,128,554,2.541284404,34,370,343282,385.0584634,0.667870036,0.587155963
WEB_03,01/09/2024,2024,9,mobile,Organic Social,138,132,148,1.072463768,4,26,25286,468.6469504,0.175675676,0.956521739
WEB_03,01/09/2024,2024,9,mobile,Referral,108,84,174,1.611111111,0,124,110304,378.8288463,0.712643678,0.777777778
WEB_03,01/09/2024,2024,9,desktop,Organic Social,34,32,42,1.235294118,12,26,19598,303.6589152,0.619047619,0.941176471
WEB_03,01/09/2024,2024,9,desktop,Unassigned,24,2,28,1.166666667,4,14,10872,258.5569657,0.5,0.083333333
WEB_03,01/09/2024,2024,9,tablet,Direct,16,16,16,1,0,4,4824,254.806846,0.25,1
WEB_03,01/09/2024,2024,9,tablet,Referral,8,8,12,1.5,0,8,1454,253.564691,0.666666667,1
WEB_03,01/09/2024,2024,9,mobile,Unassigned,6,2,6,1,0,3,389,362.5591674,0.5,0.333333333
WEB_03,01/09/2024,2024,9,tablet,Organic Social,2,2,2,1,0,1,216,400.810574,0.5,1
WEB_03,01/10/2024,2024,10,mobile,Organic Search,13014,12142,14916,1.1461503,504,8132,4965581,322.8192894,0.545186377,0.932995236
WEB_03,01/10/2024,2024,10,desktop,Organic Search,7982,6810,10512,1.316963167,402,6966,4876618,335.8140497,0.662671233,0.853169632
WEB_03,01/10/2024,2024,10,desktop,Direct,650,582,914,1.406153846,170,378,203645,426.3295712,0.41356674,0.895384615
WEB_03,01/10/2024,2024,10,mobile,Direct,638,618,764,1.197492163,22,198,113962,500.5952661,0.259162304,0.968652038
WEB_03,01/10/2024,2024,10,tablet,Organic Search,368,348,418,1.135869565,2,240,168106,296.8413943,0.574162679,0.945652174
WEB_03,01/10/2024,2024,10,desktop,Referral,242,132,556,2.297520661,78,378,333360,272.747322,0.679856115,0.545454545
WEB_03,01/10/2024,2024,10,mobile,Referral,80,58,152,1.9,36,120,129038,17955.78974,0.789473684,0.725
WEB_03,01/10/2024,2024,10,mobile,Organic Social,54,54,70,1.296296296,4,22,5904,276.07668,0.314285714,1
WEB_03,01/10/2024,2024,10,desktop,Organic Social,24,20,30,1.25,8,16,21240,395.7267335,0.533333333,0.833333333
WEB_03,01/10/2024,2024,10,mobile,Unassigned,14,14,18,1.285714286,0,9,11232,516.841254,0.5,1
WEB_03,01/10/2024,2024,10,tablet,Direct,14,12,18,1.285714286,0,8,9043,358.5054869,0.444444444,0.857142857
WEB_03,01/10/2024,2024,10,desktop,Unassigned,12,12,14,1.166666667,2,7,8827,406.7534507,0.5,1
WEB_03,01/10/2024,2024,10,tablet,Referral,10,8,16,1.6,0,10,8186,289.7809112,0.625,0.8
WEB_03,01/10/2024,2024,10,desktop,Organic Video,2,2,2,1,0,2,1526,302.9502954,1,1
WEB_03,01/11/2024,2024,11,mobile,Organic Search,13034,12086,14938,1.146079484,396,8238,5280638,366.0515449,0.551479448,0.927267147
WEB_03,01/11/2024,2024,11,desktop,Organic Search,8376,7042,11864,1.416427889,384,7786,5523019,342.1105236,0.656271072,0.840735435
WEB_03,01/11/2024,2024,11,desktop,Direct,644,586,942,1.462732919,54,364,245405,283.5559467,0.38641189,0.909937888
WEB_03,01/11/2024,2024,11,mobile,Direct,620,614,786,1.267741935,54,230,187718,514.8272686,0.292620865,0.990322581
WEB_03,01/11/2024,2024,11,tablet,Organic Search,364,338,436,1.197802198,24,288,218578,272.0900966,0.660550459,0.928571429
WEB_03,01/11/2024,2024,11,desktop,Referral,336,188,742,2.208333333,108,506,492595,451.2381921,0.681940701,0.55952381
WEB_03,01/11/2024,2024,11,desktop,Unassigned,168,158,24,0.142857143,4744,12,5990,332.2593012,0.5,0.94047619
WEB_03,01/11/2024,2024,11,mobile,Referral,116,86,168,1.448275862,6,110,116222,418.0388894,0.654761905,0.74137931
WEB_03,01/11/2024,2024,11,mobile,Organic Social,72,72,78,1.083333333,0,20,4248,256.6305045,0.256410256,1
WEB_03,01/11/2024,2024,11,desktop,Organic Social,28,24,28,1,0,8,1224,293.7142857,0.285714286,0.857142857
WEB_03,01/11/2024,2024,11,tablet,Direct,16,16,18,1.125,0,10,9317,347.7325571,0.555555556,1
WEB_03,01/11/2024,2024,11,tablet,Referral,12,10,18,1.5,0,4,605,382.7266877,0.222222222,0.833333333
WEB_03,01/11/2024,2024,11,mobile,Unassigned,4,4,8,2,0,4,936,306.8238939,0.5,1
WEB_03,01/12/2024,2024,12,mobile,Organic Search,18622,17269,22413,1.203576415,362,12223,8869181,306.6173467,0.545353143,0.927344002
WEB_03,01/12/2024,2024,12,desktop,Organic Search,10571,8704,14185,1.341878725,210,9496,7990051,351.1804213,0.669439549,0.823384732
WEB_03,01/12/2024,2024,12,desktop,Direct,904,799,1251,1.383849558,64,585,364709,302.1254922,0.467625899,0.883849558
WEB_03,01/12/2024,2024,12,mobile,Direct,809,792,1034,1.278121137,12,354,160577,420.9337846,0.342359768,0.978986403
WEB_03,01/12/2024,2024,12,tablet,Organic Search,527,490,605,1.14800759,2,377,303641,393.7271095,0.623140496,0.929791271
WEB_03,01/12/2024,2024,12,desktop,Referral,524,275,1030,1.965648855,30,677,716422,459.8883375,0.657281553,0.52480916
WEB_03,01/12/2024,2024,12,mobile,Referral,139,105,211,1.517985612,14,180,133162,350.1968406,0.853080569,0.755395683
WEB_03,01/12/2024,2024,12,mobile,Organic Social,82,78,95,1.158536585,0,17,1778,267.0295567,0.178947368,0.951219512
WEB_03,01/12/2024,2024,12,desktop,Organic Social,54,48,61,1.12962963,2,27,10834,262.957158,0.442622951,0.888888889
WEB_03,01/12/2024,2024,12,mobile,Unassigned,37,20,37,1,0,3,10862,261.1470215,0.081081081,0.540540541
WEB_03,01/12/2024,2024,12,desktop,Unassigned,20,20,24,1.2,4,12,3886,346.1949114,0.5,1
WEB_03,01/12/2024,2024,12,tablet,Direct,10,10,14,1.4,0,10,4514,374.686739,0.714285714,1
WEB_03,01/12/2024,2024,12,tablet,Referral,7,7,10,1.428571429,0,7,6375,327.7401056,0.7,1
WEB_03,01/12/2024,2024,12,tablet,Organic Social,3,3,3,1,0,2,410,321.4679756,0.666666667,1
WEB_03,01/12/2024,2024,12,tablet,Unassigned,3,3,3,1,0,2,684,358.3058878,0.666666667,1
WEB_04,01/01/2024,2024,1,mobile,Organic Search,5588,5284,7182,1.285254116,322,5056,2797848,462.8641789,0.703982178,0.945597709
WEB_04,01/01/2024,2024,1,desktop,Organic Search,4548,3792,6920,1.521547933,1244,5202,3766162,361.6520716,0.751734104,0.833773087
WEB_04,01/01/2024,2024,1,desktop,Direct,838,682,1680,2.00477327,400,1238,883483,1247.558408,0.736904762,0.813842482
WEB_04,01/01/2024,2024,1,mobile,Direct,540,506,824,1.525925926,70,410,190382,286.2267569,0.497572816,0.937037037
WEB_04,01/01/2024,2024,1,tablet,Organic Search,270,252,452,1.674074074,2,340,308462,286.4699884,0.752212389,0.933333333
WEB_04,01/01/2024,2024,1,mobile,Organic Social,236,234,254,1.076271186,0,42,7459,354.343116,0.165354331,0.991525424
WEB_04,01/01/2024,2024,1,desktop,Referral,136,122,170,1.25,0,98,57658,254.5200633,0.576470588,0.897058824
WEB_04,01/01/2024,2024,1,desktop,Organic Social,68,56,106,1.558823529,8,56,31478,546.9622642,0.528301887,0.823529412
WEB_04,01/01/2024,2024,1,tablet,Direct,38,30,66,1.736842105,0,54,47678,254.108232,0.818181818,0.789473684
WEB_04,01/01/2024,2024,1,tablet,Organic Social,12,12,14,1.166666667,0,14,7877,367.7967923,1,1
WEB_04,01/01/2024,2024,1,desktop,Unassigned,8,8,10,1.25,0,5,6955,428.8492789,0.5,1
WEB_04,01/01/2024,2024,1,mobile,Unassigned,6,6,6,1,0,3,4522,302.8705643,0.5,1
WEB_04,01/01/2024,2024,1,mobile,Referral,4,4,4,1,0,2,4450,300.268453,0.5,1
WEB_04,01/02/2024,2024,2,mobile,Organic Search,7656,7248,9242,1.207157785,134,6750,4222498,427.0263823,0.730361394,0.946708464
WEB_04,01/02/2024,2024,2,desktop,Organic Search,5420,4610,7970,1.470479705,868,5856,4524149,479.0829404,0.734755332,0.850553506
WEB_04,01/02/2024,2024,2,desktop,Direct,1000,852,1824,1.824,36,1128,755942,302.851399,0.618421053,0.852
WEB_04,01/02/2024,2024,2,mobile,Direct,712,662,1024,1.438202247,16,378,191275,255.549893,0.369140625,0.929775281
WEB_04,01/02/2024,2024,2,tablet,Organic Search,410,368,602,1.468292683,0,430,316469,499.6390562,0.714285714,0.897560976
WEB_04,01/02/2024,2024,2,mobile,Organic Social,288,284,392,1.361111111,2,72,12125,376.3246731,0.183673469,0.986111111
WEB_04,01/02/2024,2024,2,desktop,Referral,100,84,124,1.24,2,88,78221,685.2541539,0.709677419,0.84
WEB_04,01/02/2024,2024,2,desktop,Organic Social,86,60,178,2.069767442,74,134,82354,281.395743,0.752808989,0.697674419
WEB_04,01/02/2024,2024,2,tablet,Direct,62,58,80,1.290322581,0,36,27173,254.898046,0.45,0.935483871
WEB_04,01/02/2024,2024,2,mobile,Unassigned,16,16,16,1,0,8,3528,356.9584304,0.5,1
WEB_04,01/02/2024,2024,2,desktop,Unassigned,8,8,8,1,0,4,3874,376.890241,0.5,1
WEB_04,01/02/2024,2024,2,mobile,Referral,6,4,8,1.333333333,32,2,1220,290.177314,0.25,0.666666667
WEB_04,01/02/2024,2024,2,tablet,Referral,6,6,6,1,0,2,1382,336.0538396,0.333333333,1
WEB_04,01/02/2024,2024,2,tablet,Organic Social,4,4,4,1,0,2,187,441.9725312,0.5,1
WEB_04,01/03/2024,2024,3,mobile,Organic Search,10348,9766,12470,1.20506378,262,8840,5692478,467.3514972,0.708901363,0.943757248
WEB_04,01/03/2024,2024,3,desktop,Organic Search,6102,5152,8794,1.441166831,978,6164,4679251,289.137338,0.700932454,0.84431334
WEB_04,01/03/2024,2024,3,mobile,Organic Social,1496,1476,1730,1.156417112,16,262,153850,994.695571,0.151445087,0.986631016
WEB_04,01/03/2024,2024,3,desktop,Direct,1094,948,1848,1.689213894,124,1074,760421,353.2980097,0.581168831,0.86654479
WEB_04,01/03/2024,2024,3,mobile,Direct,800,736,1134,1.4175,56,484,320587,542.0542964,0.42680776,0.92
WEB_04,01/03/2024,2024,3,tablet,Organic Search,674,612,868,1.287833828,6,656,567230,263.2954662,0.755760369,0.908011869
WEB_04,01/03/2024,2024,3,desktop,Organic Social,210,176,352,1.676190476,26,272,247838,252.9893578,0.772727273,0.838095238
WEB_04,01/03/2024,2024,3,desktop,Referral,124,104,170,1.370967742,6,98,68731,344.9000863,0.576470588,0.838709677
WEB_04,01/03/2024,2024,3,tablet,Organic Social,54,54,64,1.185185185,2,22,8640,379.0746434,0.34375,1
WEB_04,01/03/2024,2024,3,tablet,Direct,36,32,50,1.388888889,0,20,14213,426.2246191,0.4,0.888888889
WEB_04,01/03/2024,2024,3,mobile,Referral,26,24,30,1.153846154,2,12,14875,310.273426,0.4,0.923076923
WEB_04,01/03/2024,2024,3,desktop,Unassigned,12,12,20,1.666666667,0,10,7862,316.9941738,0.5,1
WEB_04,01/03/2024,2024,3,mobile,Unassigned,10,10,10,1,2,5,8813,383.7325893,0.5,1
WEB_04,01/03/2024,2024,3,tablet,Referral,4,4,4,1,0,2,432,270.064,0.5,1
WEB_04,01/04/2024,2024,4,mobile,Organic Search,14434,13446,16892,1.170292365,326,12278,7576042,306.3929754,0.726852948,0.931550506
WEB_04,01/04/2024,2024,4,desktop,Organic Search,7688,6496,10374,1.34937565,1144,7468,5649552,342.7131613,0.719876615,0.844953174
WEB_04,01/04/2024,2024,4,desktop,Direct,1540,1386,2322,1.507792208,130,1230,668866,260.2274856,0.529715762,0.9
WEB_04,01/04/2024,2024,4,mobile,Direct,1350,1280,1758,1.302222222,44,574,296899,278.9614138,0.326507395,0.948148148
WEB_04,01/04/2024,2024,4,tablet,Organic Search,852,770,1024,1.201877934,16,754,538877,424.0879258,0.736328125,0.903755869
WEB_04,01/04/2024,2024,4,mobile,Organic Social,818,788,1052,1.28606357,56,192,53712,308.3677657,0.182509506,0.963325183
WEB_04,01/04/2024,2024,4,desktop,Organic Social,222,160,404,1.81981982,64,292,200030,265.129271,0.722772277,0.720720721
WEB_04,01/04/2024,2024,4,desktop,Referral,116,96,168,1.448275862,20,92,66600,344.6852986,0.547619048,0.827586207
WEB_04,01/04/2024,2024,4,tablet,Direct,60,46,66,1.1,0,20,14371,400.8653507,0.303030303,0.766666667
WEB_04,01/04/2024,2024,4,mobile,Referral,30,26,34,1.133333333,4,20,6638,289.4923332,0.588235294,0.866666667
WEB_04,01/04/2024,2024,4,mobile,Unassigned,22,22,26,1.181818182,0,13,4464,378.2563408,0.5,1
WEB_04,01/04/2024,2024,4,tablet,Organic Social,22,22,28,1.272727273,0,6,3960,427.2506622,0.214285714,1
WEB_04,01/04/2024,2024,4,desktop,Unassigned,20,20,24,1.2,0,12,13838,373.3781725,0.5,1
WEB_04,01/04/2024,2024,4,tablet,Referral,6,6,6,1,0,4,1627,437.5053802,0.666666667,1
WEB_04,01/04/2024,2024,4,tablet,Unassigned,2,2,4,2,0,2,43,409.2451281,0.5,1
WEB_04,01/05/2024,2024,5,mobile,Organic Search,16998,15900,20426,1.201670785,568,14386,8813232,385.1274387,0.704298443,0.935404165
WEB_04,01/05/2024,2024,5,desktop,Organic Search,7790,6664,10446,1.340949936,1092,7400,5199898,381.1839094,0.708405131,0.855455712
WEB_04,01/05/2024,2024,5,mobile,Direct,1704,1610,2274,1.334507042,122,812,388166,386.1644476,0.357080035,0.944835681
WEB_04,01/05/2024,2024,5,desktop,Direct,1150,1000,1938,1.685217391,88,1202,710640,349.085152,0.620227038,0.869565217
WEB_04,01/05/2024,2024,5,tablet,Organic Search,942,854,1158,1.229299363,44,830,684490,324.0494648,0.716753022,0.906581741
WEB_04,01/05/2024,2024,5,mobile,Organic Social,672,644,924,1.375,12,134,28714,379.0180165,0.145021645,0.958333333
WEB_04,01/05/2024,2024,5,desktop,Referral,114,84,170,1.49122807,12,128,94464,370.613176,0.752941176,0.736842105
WEB_04,01/05/2024,2024,5,desktop,Organic Social,76,42,150,1.973684211,42,122,102082,386.7055903,0.813333333,0.552631579
WEB_04,01/05/2024,2024,5,tablet,Direct,48,38,50,1.041666667,2,20,6365,304.2555117,0.4,0.791666667
WEB_04,01/05/2024,2024,5,mobile,Referral,44,42,48,1.090909091,2,30,27533,363.9127185,0.625,0.954545455
WEB_04,01/05/2024,2024,5,mobile,Unassigned,18,18,18,1,0,9,10555,390.1131825,0.5,1
WEB_04,01/05/2024,2024,5,desktop,Unassigned,14,14,14,1,0,7,6696,422.6983419,0.5,1
WEB_04,01/05/2024,2024,5,tablet,Organic Social,12,12,22,1.833333333,0,10,6077,279.0138555,0.454545455,1
WEB_04,01/05/2024,2024,5,tablet,Referral,2,2,2,1,0,2,619,516.140403,1,1
WEB_04,01/05/2024,2024,5,tablet,Unassigned,2,2,2,1,0,1,158,360.2414109,0.5,1
WEB_04,01/06/2024,2024,6,mobile,Organic Search,12676,11794,15078,1.189491953,276,10812,5778014,258.7999504,0.71707123,0.930419691
WEB_04,01/06/2024,2024,6,desktop,Organic Search,5458,4556,7306,1.338585562,520,5358,3739651,310.4746662,0.733369833,0.834737999
WEB_04,01/06/2024,2024,6,mobile,Direct,1374,1320,1694,1.232896652,36,700,272650,398.050809,0.41322314,0.96069869
WEB_04,01/06/2024,2024,6,tablet,Organic Search,732,670,878,1.199453552,8,634,449496,347.4596358,0.722095672,0.915300546
WEB_04,01/06/2024,2024,6,mobile,Organic Social,606,580,766,1.264026403,4,176,33466,373.7958643,0.229765013,0.95709571
WEB_04,01/06/2024,2024,6,desktop,Direct,566,438,1214,2.144876325,38,810,452966,254.680358,0.667215815,0.77385159
WEB_04,01/06/2024,2024,6,desktop,Referral,118,94,150,1.271186441,28,106,75557,353.702717,0.706666667,0.796610169
WEB_04,01/06/2024,2024,6,desktop,Organic Social,110,76,212,1.927272727,4,128,78322,385.0381341,0.603773585,0.690909091
WEB_04,01/06/2024,2024,6,mobile,Referral,52,46,54,1.038461538,0,38,31853,317.227467,0.703703704,0.884615385
WEB_04,01/06/2024,2024,6,tablet,Direct,46,42,60,1.304347826,0,26,5890,437.3830268,0.433333333,0.913043478
WEB_04,01/06/2024,2024,6,mobile,Unassigned,26,2,28,1.076923077,0,2,4723,351.519889,0.071428571,0.076923077
WEB_04,01/06/2024,2024,6,desktop,Unassigned,22,22,24,1.090909091,0,12,5717,273.0625982,0.5,1
WEB_04,01/06/2024,2024,6,tablet,Organic Social,18,18,26,1.444444444,0,10,1944,432.0516353,0.384615385,1
WEB_04,01/06/2024,2024,6,tablet,Referral,4,4,6,1.5,0,4,4118,370.7390371,0.666666667,1
WEB_04,01/07/2024,2024,7,mobile,Organic Search,10006,9252,11324,1.131720967,132,7466,3335688,314.491888,0.835923702,0.924645213
WEB_04,01/07/2024,2024,7,desktop,Organic Search,3978,3300,5416,1.361488185,534,3552,2877307,293.9361076,0.840472674,0.829562594
WEB_04,01/07/2024,2024,7,mobile,Direct,1072,1022,1362,1.270522388,6,1080,177523,333.8032344,0.792951542,0.953358209
WEB_04,01/07/2024,2024,7,mobile,Referral,798,796,802,1.005012531,1546,694,157810,383.8859909,0.990024938,0.997493734
WEB_04,01/07/2024,2024,7,desktop,Direct,628,516,1206,1.920382166,20,858,492984,268.0932027,0.711442786,0.821656051
WEB_04,01/07/2024,2024,7,tablet,Organic Search,574,500,706,1.229965157,6,554,391536,255.023012,0.926345609,0.871080139
WEB_04,01/07/2024,2024,7,mobile,Organic Social,568,548,638,1.123239437,36,528,18202,258.015624,0.827586207,0.964788732
WEB_04,01/07/2024,2024,7,desktop,Referral,290,272,308,1.062068966,430,250,102989,346.0877368,0.980519481,0.937931034
WEB_04,01/07/2024,2024,7,desktop,Organic Social,164,150,228,1.390243902,6,178,23486,385.236225,0.780701754,0.914634146
WEB_04,01/07/2024,2024,7,desktop,Unassigned,30,30,46,1.533333333,0,23,8669,310.829143,0.5,1
WEB_04,01/07/2024,2024,7,tablet,Direct,30,26,36,1.2,0,28,9274,483.1639839,0.777777778,0.866666667
WEB_04,01/07/2024,2024,7,tablet,Organic Social,20,18,20,1,4,17,590,1100.847297,1,0.9
WEB_04,01/07/2024,2024,7,mobile,Unassigned,18,18,18,1,2,9,8784,418.252586,0.5,1
WEB_04,01/07/2024,2024,7,tablet,Referral,10,10,10,1,16,8,1742,264.5041716,1,1
WEB_04,01/07/2024,2024,7,tablet,Unassigned,2,2,2,1,0,1,302,407.7814241,0.5,1
WEB_04,01/08/2024,2024,8,mobile,Organic Search,9192,8584,10614,1.154699739,192,7224,3022546,331.7846063,0.680610514,0.933855527
WEB_04,01/08/2024,2024,8,desktop,Organic Search,3534,2932,5118,1.448217317,512,3982,2515622,285.8671226,0.778038296,0.829654782
